CUI|name|file|TUI|STY
C0013090|doxycycline|0098.concept|T109|Organic Chemical
C0013090|doxycycline|0098.concept|T195|Antibiotic
C0016277|fluconazole|0098.concept|T109|Organic Chemical
C0016277|fluconazole|0098.concept|T121|Pharmacologic Substance
C0016277|Fluconazole|0477.concept|T109|Organic Chemical
C0016277|Fluconazole|0477.concept|T121|Pharmacologic Substance
C0016277|Fluconazole|0477.concept|T109|Organic Chemical
C0016277|Fluconazole|0477.concept|T121|Pharmacologic Substance
C3874363|JP drain|0098.concept|T059|Laboratory Procedure
C0353681|sub .q. heparin|0098.concept|T109|Organic Chemical
C0353681|sub .q. heparin|0098.concept|T121|Pharmacologic Substance
C0557977|insulin sliding scale|0098.concept|T061|Therapeutic or Preventive Procedure
C0557977|sliding scale|101407944_PUMC.concept|T061|Therapeutic or Preventive Procedure
C0457575|fingersticks|0098.concept|T060|Diagnostic Procedure
C0457575|Fingerstick|0463.concept|T060|Diagnostic Procedure
C0238551|left lower quadrant pain|0098.concept|T184|Sign or Symptom
C0238551|left lower quadrant pain|0098.concept|T184|Sign or Symptom
C0205394|Other|0098.concept|T080|Qualitative Concept
C0205394|other|0098.concept|T080|Qualitative Concept
C0205394|other|0222.concept|T080|Qualitative Concept
C0205394|other|0477.concept|T080|Qualitative Concept
C0205394|other|0477.concept|T080|Qualitative Concept
C0205394|other|101407944_PUMC.concept|T080|Qualitative Concept
C0012826|lysis of adhesions|0098.concept|T061|Therapeutic or Preventive Procedure
C0012826|lysis of adhesions|0358.concept|T061|Therapeutic or Preventive Procedure
C0012826|lysis of adhesions|0358.concept|T061|Therapeutic or Preventive Procedure
C0012826|lysis of adhesions|622086964.concept|T061|Therapeutic or Preventive Procedure
C0012826|lysis of adhesions|622086964.concept|T061|Therapeutic or Preventive Procedure
C0194341|ureterolysis|0098.concept|T061|Therapeutic or Preventive Procedure
C0078944|PCA|0098.concept|T061|Therapeutic or Preventive Procedure
C0078944|a PCA|0477.concept|T061|Therapeutic or Preventive Procedure
C0078944|PCA|989519730_WGH.concept|T061|Therapeutic or Preventive Procedure
C0205265|initial|0098.concept|T079|Temporal Concept
C0205265|initially|0130.concept|T079|Temporal Concept
C0205265|initial|0222.concept|T079|Temporal Concept
C0205265|initial|723989226.concept|T079|Temporal Concept
C0175673|emergent|0098.concept|T079|Temporal Concept
C0175673|emergent|0098.concept|T079|Temporal Concept
C0549099|peroration|0098.concept|T033|Finding
C1299597|empiric|0098.concept|T061|Therapeutic or Preventive Procedure
C1299597|empiric treatment|638157550_SC.concept|T061|Therapeutic or Preventive Procedure
C0205436|second|0098.concept|T081|Quantitative Concept
C0087111|therapy|0098.concept|T061|Therapeutic or Preventive Procedure
C0087111|treatment|0130.concept|T061|Therapeutic or Preventive Procedure
C0087111|therapy|0334.concept|T061|Therapeutic or Preventive Procedure
C0087111|the best treatment|0477.concept|T061|Therapeutic or Preventive Procedure
C0087111|treatment|332803550.concept|T061|Therapeutic or Preventive Procedure
C0087111|treatment|433651389.concept|T061|Therapeutic or Preventive Procedure
C0087111|tx|638157550_SC.concept|T061|Therapeutic or Preventive Procedure
C0087111|tx|638157550_SC.concept|T061|Therapeutic or Preventive Procedure
C0087111|treatment|638157550_SC.concept|T061|Therapeutic or Preventive Procedure
C0087111|his treatment|723989226.concept|T061|Therapeutic or Preventive Procedure
C3874410|left lower quadrant mass|0098.concept|T033|Finding
C1276428|cystic|0098.concept|T033|Finding
C1276437|solid|0098.concept|T033|Finding
C0449432|components|0098.concept|T073|Manufactured Object
C0239783|pain in the groin|0098.concept|T184|Sign or Symptom
C0521377|rectosigmoid|0098.concept|T023|Body Part, Organ, or Organ Component
C0027651|tumor|0098.concept|T191|Neoplastic Process
C0027651|tumor|0358.concept|T191|Neoplastic Process
C0027651|neoplasm|0370.concept|T191|Neoplastic Process
C0027651|the tumor|0431.concept|T191|Neoplastic Process
C0027651|his tumor|101407944_PUMC.concept|T191|Neoplastic Process
C0027651|the tumor|101407944_PUMC.concept|T191|Neoplastic Process
C0027651|a &quot; tumor &quot;|176318078_a.concept|T191|Neoplastic Process
C0027651|tumor|989519730_WGH.concept|T191|Neoplastic Process
C0027651|tumor|989519730_WGH.concept|T191|Neoplastic Process
C0150207|PE protocol|0098.concept|T061|Therapeutic or Preventive Procedure
C3853134|poorly controlled|0098.concept|T169|Functional Concept
C0005388|bilious fluid|0098.concept|T031|Body Substance
C0005388|bilious fluid|622086964.concept|T031|Body Substance
C0031153|peritoneum|0098.concept|T024|Tissue
C0445247|similar|0098.concept|T080|Qualitative Concept
C0445247|same|0362.concept|T080|Qualitative Concept
C0445247|same|0370.concept|T080|Qualitative Concept
C0445247|same|0467.concept|T080|Qualitative Concept
C0332189|episode|0098.concept|T079|Temporal Concept
C0332189|the episodes|498710998.concept|T079|Temporal Concept
C0374711|repair|0098.concept|T061|Therapeutic or Preventive Procedure
C0374711|repair|0334.concept|T061|Therapeutic or Preventive Procedure
C0374711|repair|0461.concept|T061|Therapeutic or Preventive Procedure
C0374711|repair|0477.concept|T061|Therapeutic or Preventive Procedure
C0374711|repair|105732749.concept|T061|Therapeutic or Preventive Procedure
C0374711|surgical repair|332803550.concept|T061|Therapeutic or Preventive Procedure
C0012155|diet|0098.concept|T168|Food
C0730463|advancement|0098.concept|T170|Intellectual Product
C3698358|stoma output|0098.concept|T058|Health Care Activity
C0445377|IJ line|0098.concept|T074|Medical Device
C0445377|IJ line|0098.concept|T074|Medical Device
C4039428|upper extremity Dopplers|0098.concept|T060|Diagnostic Procedure
C0745497|IJ clot|0098.concept|T047|Disease or Syndrome
C0445119|no growth|0098.concept|T033|Finding
C0445119|no growth|0314.concept|T033|Finding
C0026269|MITRAL STENOSIS|0130.concept|T047|Disease or Syndrome
C0026269|Mitral stenosis|0130.concept|T047|Disease or Syndrome
C0026269|mitral stenosis|0130.concept|T047|Disease or Syndrome
C0026269|mitral stenosis|0130.concept|T047|Disease or Syndrome
C0026269|MITRAL STENOSIS|176318078_a.concept|T047|Disease or Syndrome
C0026269|Mitral stenosis|176318078_a.concept|T047|Disease or Syndrome
C0040961|Tricuspid insufficiency|0130.concept|T047|Disease or Syndrome
C0040961|tricuspid valve regurgitation|0130.concept|T047|Disease or Syndrome
C0040961|TR|0266.concept|T047|Disease or Syndrome
C0040961|tricuspid regurgitation|0302.concept|T047|Disease or Syndrome
C0040961|tricuspid regurgitation|0314.concept|T047|Disease or Syndrome
C0040961|tricuspid insufficiency|0362.concept|T047|Disease or Syndrome
C0040961|TR|0468.concept|T047|Disease or Syndrome
C0040961|tricuspid insufficiency|0477.concept|T047|Disease or Syndrome
C0040961|Tricuspid regurgitation|176318078_a.concept|T047|Disease or Syndrome
C0040961|tricuspid regurgitation|176318078_a.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0130.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0130.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0130.concept|T047|Disease or Syndrome
C0004238|AF|0266.concept|T047|Disease or Syndrome
C0004238|afib|0266.concept|T047|Disease or Syndrome
C0004238|Atrial fibrillation|0334.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0334.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0334.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|0461.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|176318078_a.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|176318078_a.concept|T047|Disease or Syndrome
C0004238|ATRIAL FIBRILLATION|433651389.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|433651389.concept|T047|Disease or Syndrome
C0004238|Atrial fibrillation|433651389.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|498710998.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|517414339.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|517414339.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|517414339.concept|T047|Disease or Syndrome
C0004238|ATRIAL FIBRILLATION|974381789.concept|T047|Disease or Syndrome
C0004238|Atrial fibrillation|974381789.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|974381789.concept|T047|Disease or Syndrome
C0004238|atrial fibrillation|974381789.concept|T047|Disease or Syndrome
C0026268|mitral valve replacement|0130.concept|T061|Therapeutic or Preventive Procedure
C0026268|a mitral valve replacement|0130.concept|T061|Therapeutic or Preventive Procedure
C0026268|mitral valve replacement|517414339.concept|T061|Therapeutic or Preventive Procedure
C0026268|mitral valve replacement|517414339.concept|T061|Therapeutic or Preventive Procedure
C0026268|mitral valve replacement|517414339.concept|T061|Therapeutic or Preventive Procedure
C0396899|tricuspid valve reconstruction|0130.concept|T061|Therapeutic or Preventive Procedure
C0396899|tricuspid valve reconstruction|0130.concept|T061|Therapeutic or Preventive Procedure
C0035436|rheumatic fever|0130.concept|T047|Disease or Syndrome
C0035436|rheumatic fever|176318078_a.concept|T047|Disease or Syndrome
C0694539|chronic atrial fibrillation|0130.concept|T047|Disease or Syndrome
C0694539|chronic atrial fibrillation|176318078_a.concept|T047|Disease or Syndrome
C0694539|chronic atrial fibrillation|176318078_a.concept|T047|Disease or Syndrome
C0694539|chronic atrial fibrillation|517414339.concept|T047|Disease or Syndrome
C1261322|an evaluation|0130.concept|T058|Health Care Activity
C1261322|Assessment|0174.concept|T058|Health Care Activity
C1261322|evaluation|0214.concept|T058|Health Care Activity
C1261322|eval|0468.concept|T058|Health Care Activity
C1261322|evaluation|498710998.concept|T058|Health Care Activity
C1261322|evaluation|498710998.concept|T058|Health Care Activity
C1261322|evaluation|517414339.concept|T058|Health Care Activity
C1261322|evaluation|638157550_SC.concept|T058|Health Care Activity
C0190065|valve surgery|0130.concept|T061|Therapeutic or Preventive Procedure
C0746102|chronic lung disease|0130.concept|T047|Disease or Syndrome
C0030600|a partial gastrectomy|0130.concept|T061|Therapeutic or Preventive Procedure
C0030600|partial gastrectomy|0338.concept|T061|Therapeutic or Preventive Procedure
C0030600|a partial gastrectomy|176318078_a.concept|T061|Therapeutic or Preventive Procedure
C0577863|her jugular venous pulse|0130.concept|T033|Finding
C1532767|prominent V-waves|0130.concept|T033|Finding
C0577835|Peripheral pulses|0130.concept|T033|Finding
C0577835|Peripheral pulses|0390.concept|T033|Finding
C0577835|Pulses|176318078_a.concept|T033|Finding
C0577835|her peripheral pulses|498710998.concept|T033|Finding
C0677555|ring anuloplasty|0130.concept|T061|Therapeutic or Preventive Procedure
C0007202|cardiopulmonary bypass|0130.concept|T061|Therapeutic or Preventive Procedure
C0683369|confused|0130.concept|T033|Finding
C0683369|confused|0318.concept|T033|Finding
C0683369|confusion|101407944_PUMC.concept|T033|Finding
C0683369|confused|433651389.concept|T033|Finding
C0683369|confused|433651389.concept|T033|Finding
C0683369|confusion|433651389.concept|T033|Finding
C0683369|confusion|498710998.concept|T033|Finding
C0683369|confused|723989226.concept|T033|Finding
C0338659|an Intensive Care Unit psychosis|0130.concept|T047|Disease or Syndrome
C0428978|a slow ventricular response|0130.concept|T033|Finding
C0428978|slow ventricular response|517414339.concept|T033|Finding
C1879316|transfusions|0130.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusions|0410.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusions|0410.concept|T061|Therapeutic or Preventive Procedure
C1879316|His transfusions|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|a transfusion|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusion|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|the transfusions|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusion|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusionsm|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusion|0461.concept|T061|Therapeutic or Preventive Procedure
C1879316|transfusing|0461.concept|T061|Therapeutic or Preventive Procedure
C0302583|iron|0130.concept|T121|Pharmacologic Substance
C0302583|iron|0130.concept|T123|Biologically Active Substance
C0302583|iron|0130.concept|T196|Element, Ion, or Isotope
C0302583|iron products|0278.concept|T121|Pharmacologic Substance
C0302583|iron products|0278.concept|T123|Biologically Active Substance
C0302583|iron products|0278.concept|T196|Element, Ion, or Isotope
C0302583|iron|0410.concept|T121|Pharmacologic Substance
C0302583|iron|0410.concept|T123|Biologically Active Substance
C0302583|iron|0410.concept|T196|Element, Ion, or Isotope
C0302583|iron|0428.concept|T121|Pharmacologic Substance
C0302583|iron|0428.concept|T123|Biologically Active Substance
C0302583|iron|0428.concept|T196|Element, Ion, or Isotope
C0556110|folic acid replacement|0130.concept|T127|Vitamin
C0018801|heart failure|0130.concept|T047|Disease or Syndrome
C0018801|heart failure|0302.concept|T047|Disease or Syndrome
C0018801|heart failure|176318078_a.concept|T047|Disease or Syndrome
C0175668|secondary|0130.concept|T080|Qualitative Concept
C0472529|nasal arterial embolization|0130.concept|T061|Therapeutic or Preventive Procedure
C0014591|epistaxis|0130.concept|T046|Pathologic Function
C0014591|Epistaxis|176318078_a.concept|T046|Pathologic Function
C0014591|epistaxis|176318078_a.concept|T046|Pathologic Function
C0014591|nasal hemorrhage|176318078_a.concept|T046|Pathologic Function
C0014591|bleeding from the|176318078_a.concept|T046|Pathologic Function
C0004906|Vanceril|0130.concept|T109|Organic Chemical
C0004906|Vanceril|0130.concept|T121|Pharmacologic Substance
C0004906|Vanceril|176318078_a.concept|T109|Organic Chemical
C0004906|Vanceril|176318078_a.concept|T121|Pharmacologic Substance
C0004906|Vanceril|176318078_a.concept|T109|Organic Chemical
C0004906|Vanceril|176318078_a.concept|T121|Pharmacologic Substance
C0004906|Vanceril|176318078_a.concept|T109|Organic Chemical
C0004906|Vanceril|176318078_a.concept|T121|Pharmacologic Substance
C0021461|inhaler|0130.concept|T074|Medical Device
C1301772|PERTINENT|0130.concept|T081|Quantitative Concept
C1301772|relevant|101407944_PUMC.concept|T081|Quantitative Concept
C0232257|systolic|0130.concept|T033|Finding
C0232257|systolic murmur|0468.concept|T033|Finding
C0232257|systolic murmur|176318078_a.concept|T033|Finding
C0232257|systolic murmur|320422564.concept|T033|Finding
C0232257|systolic murmur|498710998.concept|T033|Finding
C0232262|diastolic murmurs|0130.concept|T033|Finding
C0232262|diastolic murmur|176318078_a.concept|T033|Finding
C0277919|venous stasis|0130.concept|T047|Disease or Syndrome
C0085631|agitated|0130.concept|T184|Sign or Symptom
C0085631|agitation|0250.concept|T184|Sign or Symptom
C0085631|agitation|262912613.concept|T184|Sign or Symptom
C0085631|agitated|262912613.concept|T184|Sign or Symptom
C0085631|her agitation|433651389.concept|T184|Sign or Symptom
C0085631|agitation|498710998.concept|T184|Sign or Symptom
C0750482|slightly|0130.concept|T080|Qualitative Concept
C0750482|slightly|0358.concept|T080|Qualitative Concept
C0750482|slightly|0362.concept|T080|Qualitative Concept
C0750482|slightly|0362.concept|T080|Qualitative Concept
C0750482|slightly|176318078_a.concept|T080|Qualitative Concept
C0750482|slightly|262912613.concept|T080|Qualitative Concept
C3871203|ON DISCHARGE|0130.concept|T079|Temporal Concept
C0281936|PARTIAL SMALL BOWEL OBSTRUCTION|0174.concept|T047|Disease or Syndrome
C0281936|partial small bowel obstruction|0174.concept|T047|Disease or Syndrome
C1282272|a low anterior resection|0174.concept|T061|Therapeutic or Preventive Procedure
C0034897|a recurrence|0174.concept|T067|Phenomenon or Process
C2939419|metastasis|0174.concept|T191|Neoplastic Process
C2939419|metastasis|0174.concept|T191|Neoplastic Process
C2939419|any metastatic process|0334.concept|T191|Neoplastic Process
C2939419|metastatic disease|101407944_PUMC.concept|T191|Neoplastic Process
C0426737|decreased output from the ostomy|0174.concept|T033|Finding
C0700017|Naprosyn|0174.concept|T109|Organic Chemical
C0700017|Naprosyn|0174.concept|T121|Pharmacologic Substance
C0700017|Naprosyn|0476.concept|T109|Organic Chemical
C0700017|Naprosyn|0476.concept|T121|Pharmacologic Substance
C0700017|Naprosyn|0476.concept|T109|Organic Chemical
C0700017|Naprosyn|0476.concept|T121|Pharmacologic Substance
C0426675|tympanic|0174.concept|T033|Finding
C0578093|midepigastric tenderness|0174.concept|T184|Sign or Symptom
C0578093|epigastric|0370.concept|T184|Sign or Symptom
C0234246|rebound|0174.concept|T184|Sign or Symptom
C0234246|rebound|0278.concept|T184|Sign or Symptom
C0234246|rebound|0428.concept|T184|Sign or Symptom
C1955856|The ostomy|0174.concept|T017|Anatomical Structure
C0182097|the ostomy bag|0174.concept|T074|Medical Device
C2711635|guaiac|0174.concept|T059|Laboratory Procedure
C2711635|guaiac|0286.concept|T059|Laboratory Procedure
C2711635|Heme|0461.concept|T059|Laboratory Procedure
C2711635|guaiac|0461.concept|T059|Laboratory Procedure
C2711635|Guaiac all stools|0468.concept|T059|Laboratory Procedure
C2711635|stool heme|723989226.concept|T059|Laboratory Procedure
C0022885|laboratory studies|0174.concept|T059|Laboratory Procedure
C0022885|Labs|0468.concept|T059|Laboratory Procedure
C0203102|KUB|0174.concept|T060|Diagnostic Procedure
C0577028|multiple dilated loops of small bowel|0174.concept|T033|Finding
C0019593|an H2 blocker|0174.concept|T121|Pharmacologic Substance
C4039064|bowel rest|0174.concept|T061|Therapeutic or Preventive Procedure
C1829459|decompression|0174.concept|T061|Therapeutic or Preventive Procedure
C0592278|Zantac|0174.concept|T109|Organic Chemical
C0592278|Zantac|0174.concept|T121|Pharmacologic Substance
C0592278|Zantac|0362.concept|T109|Organic Chemical
C0592278|Zantac|0362.concept|T121|Pharmacologic Substance
C0592278|Zantac|0431.concept|T109|Organic Chemical
C0592278|Zantac|0431.concept|T121|Pharmacologic Substance
C0037138|Simethicone|0174.concept|T109|Organic Chemical
C0037138|Simethicone|0174.concept|T121|Pharmacologic Substance
C0037138|SIMETHICONE|0278.concept|T109|Organic Chemical
C0037138|SIMETHICONE|0278.concept|T121|Pharmacologic Substance
C0445204|preoperative|0174.concept|T079|Temporal Concept
C0445204|preoperative|0370.concept|T079|Temporal Concept
C0023985|diverting ileostomy|0174.concept|T061|Therapeutic or Preventive Procedure
C0227388|left colon|0174.concept|T023|Body Part, Organ, or Organ Component
C0442805|spikes|0174.concept|T169|Functional Concept
C0442805|increase|0338.concept|T169|Functional Concept
C0267055|erosive esophagitis|0214.concept|T047|Disease or Syndrome
C0267055|erosive esophagitis|0214.concept|T047|Disease or Syndrome
C0007203|CPR|0214.concept|T061|Therapeutic or Preventive Procedure
C0007203|CPR|0214.concept|T061|Therapeutic or Preventive Procedure
C0007203|CPR|0278.concept|T061|Therapeutic or Preventive Procedure
C0007203|CPR|0302.concept|T061|Therapeutic or Preventive Procedure
C0397419|defib|0214.concept|T061|Therapeutic or Preventive Procedure
C0397419|defib|0278.concept|T061|Therapeutic or Preventive Procedure
C0397419|defibrillation|0302.concept|T061|Therapeutic or Preventive Procedure
C0017887|NITROGLYCERIN|0214.concept|T109|Organic Chemical
C0017887|NITROGLYCERIN|0214.concept|T121|Pharmacologic Substance
C0017887|nitroglycerin|0390.concept|T109|Organic Chemical
C0017887|nitroglycerin|0390.concept|T121|Pharmacologic Substance
C0017887|NTG|0468.concept|T109|Organic Chemical
C0017887|NTG|0468.concept|T121|Pharmacologic Substance
C0917801|insomnia|0214.concept|T184|Sign or Symptom
C0917801|insomnia|0428.concept|T184|Sign or Symptom
C0018546|HALOPERIDOL|0214.concept|T109|Organic Chemical
C0018546|HALOPERIDOL|0214.concept|T121|Pharmacologic Substance
C0018546|HALOPERIDOL|0214.concept|T109|Organic Chemical
C0018546|HALOPERIDOL|0214.concept|T121|Pharmacologic Substance
C0018546|HALOPERIDOL|0214.concept|T109|Organic Chemical
C0018546|HALOPERIDOL|0214.concept|T121|Pharmacologic Substance
C0018546|HALOPERIDOL|0214.concept|T109|Organic Chemical
C0018546|HALOPERIDOL|0214.concept|T121|Pharmacologic Substance
C0018546|Haloperidol|0250.concept|T109|Organic Chemical
C0018546|Haloperidol|0250.concept|T121|Pharmacologic Substance
C0028978|OMEPRAZOLE|0214.concept|T109|Organic Chemical
C0028978|OMEPRAZOLE|0214.concept|T121|Pharmacologic Substance
C0028978|omeprazole|0214.concept|T109|Organic Chemical
C0028978|omeprazole|0214.concept|T121|Pharmacologic Substance
C0028978|Omeprazole|0214.concept|T109|Organic Chemical
C0028978|Omeprazole|0214.concept|T121|Pharmacologic Substance
C0004147|ATENOLOL|0214.concept|T109|Organic Chemical
C0004147|ATENOLOL|0214.concept|T121|Pharmacologic Substance
C0004147|atenolol|0214.concept|T109|Organic Chemical
C0004147|atenolol|0214.concept|T121|Pharmacologic Substance
C0004147|Atenolol|0318.concept|T109|Organic Chemical
C0004147|Atenolol|0318.concept|T121|Pharmacologic Substance
C0004147|atenolol|0476.concept|T109|Organic Chemical
C0004147|atenolol|0476.concept|T121|Pharmacologic Substance
C0004147|ATENOLOL|638157550_SC.concept|T109|Organic Chemical
C0004147|ATENOLOL|638157550_SC.concept|T121|Pharmacologic Substance
C0018926|hematemesis|0214.concept|T184|Sign or Symptom
C0018926|hematemesis|0214.concept|T184|Sign or Symptom
C0018926|hematemesis|0214.concept|T184|Sign or Symptom
C0020258|nph|0214.concept|T047|Disease or Syndrome
C0020255|hydrocephalus|0214.concept|T047|Disease or Syndrome
C0497327|dementia ( dementia )|0214.concept|T048|Mental or Behavioral Dysfunction
C0041296|TB|0214.concept|T047|Disease or Syndrome
C0006826|CA|0214.concept|T191|Neoplastic Process
C0006826|malignancy|0214.concept|T191|Neoplastic Process
C0006826|malignancy|0214.concept|T191|Neoplastic Process
C0006826|cancer|0476.concept|T191|Neoplastic Process
C0006826|cancer|156406283.concept|T191|Neoplastic Process
C0014854|esophageal diverticulum|0214.concept|T190|Anatomical Abnormality
C0151701|alveolar hemorrhage|0214.concept|T046|Pathologic Function
C0232077|aspirated blood|0214.concept|T047|Disease or Syndrome
C0358591|PPI|0214.concept|T121|Pharmacologic Substance
C0358591|PPI|0266.concept|T121|Pharmacologic Substance
C0301569|a soft mechanical diet|0214.concept|T061|Therapeutic or Preventive Procedure
C0301569|diet|0214.concept|T061|Therapeutic or Preventive Procedure
C0301569|soft diet|989519730_WGH.concept|T061|Therapeutic or Preventive Procedure
C0262384|atypical chest pain|0214.concept|T184|Sign or Symptom
C0003364|BP meds|0214.concept|T121|Pharmacologic Substance
C3714636|pneuomonitis|0214.concept|T047|Disease or Syndrome
C0178879|obstructive uropathy|0214.concept|T047|Disease or Syndrome
C2919339|UOP|0214.concept|T060|Diagnostic Procedure
C2919339|Her urine output|622086964.concept|T060|Diagnostic Procedure
C2919339|urine output|622086964.concept|T060|Diagnostic Procedure
C2919339|urine output|723989226.concept|T060|Diagnostic Procedure
C1970989|foley|0214.concept|T061|Therapeutic or Preventive Procedure
C1970989|the Foley catheter|0358.concept|T061|Therapeutic or Preventive Procedure
C1970989|a Foley catheter|0477.concept|T061|Therapeutic or Preventive Procedure
C1970989|his Foley catheter|0477.concept|T061|Therapeutic or Preventive Procedure
C1970989|her Foley|622086964.concept|T061|Therapeutic or Preventive Procedure
C0582114|DNR|0214.concept|T033|Finding
C0150126|airway protection|0214.concept|T061|Therapeutic or Preventive Procedure
C0205161|abnormal|0214.concept|T033|Finding
C0205161|abnormal|0214.concept|T033|Finding
C0205161|decreased function|0334.concept|T033|Finding
C0205161|abnormal|0477.concept|T033|Finding
C0205161|abnormality|433651389.concept|T033|Finding
C0205161|Abnormal|433651389.concept|T033|Finding
C0205161|abnormali-ties|498710998.concept|T033|Finding
C0205161|abnormality|723989226.concept|T033|Finding
C0239293|an esophageal bleed|0214.concept|T046|Pathologic Function
C0333307|these erosions|0214.concept|T020|Acquired Abnormality
C0333307|non-bleeding|0214.concept|T020|Acquired Abnormality
C0420266|further studies|0214.concept|T058|Health Care Activity
C0420266|further evaluation|0222.concept|T058|Health Care Activity
C0420266|further evaluation|0286.concept|T058|Health Care Activity
C0420266|further work up|0314.concept|T058|Health Care Activity
C0420266|further evaluation|0334.concept|T058|Health Care Activity
C0420266|any further studies|0362.concept|T058|Health Care Activity
C0420266|further evaluation|0390.concept|T058|Health Care Activity
C0420266|further evaluation|0390.concept|T058|Health Care Activity
C0420266|further workup|101407944_PUMC.concept|T058|Health Care Activity
C0420266|further evaluation|320422564.concept|T058|Health Care Activity
C0420266|further testing|433651389.concept|T058|Health Care Activity
C0420266|Further testing|517414339.concept|T058|Health Care Activity
C0420266|further workup|638157550_SC.concept|T058|Health Care Activity
C0005558|biopsies|0214.concept|T060|Diagnostic Procedure
C0005558|A biopsy|0302.concept|T060|Diagnostic Procedure
C0005558|Biopsy|0334.concept|T060|Diagnostic Procedure
C0005558|biopsy|0338.concept|T060|Diagnostic Procedure
C0005558|biopsy|0358.concept|T060|Diagnostic Procedure
C0005558|the biopsy|0431.concept|T060|Diagnostic Procedure
C0005558|biopsy|105732749.concept|T060|Diagnostic Procedure
C0205404|SERIOUS|0214.concept|T080|Qualitative Concept
C0205404|SERIOUS|0214.concept|T080|Qualitative Concept
C0205404|SERIOUS|0214.concept|T080|Qualitative Concept
C0205404|SERIOUS|0214.concept|T080|Qualitative Concept
C0205404|SERIOUS|0266.concept|T080|Qualitative Concept
C0205404|SERIOUS|0266.concept|T080|Qualitative Concept
C0205404|SERIOUS|0278.concept|T080|Qualitative Concept
C0205404|SERIOUS|0278.concept|T080|Qualitative Concept
C0205404|serious|0334.concept|T080|Qualitative Concept
C0205404|serious|723989226.concept|T080|Qualitative Concept
C0687133|INTERACTION|0214.concept|T046|Pathologic Function
C0687133|INTERACTION|0214.concept|T046|Pathologic Function
C0687133|INTERACTION|0214.concept|T046|Pathologic Function
C0687133|INTERACTION|0214.concept|T046|Pathologic Function
C0687133|INTERACTION|0266.concept|T046|Pathologic Function
C0687133|INTERACTION|0266.concept|T046|Pathologic Function
C0687133|INTERACTION|0278.concept|T046|Pathologic Function
C0687133|INTERACTION|0278.concept|T046|Pathologic Function
C0591585|HALDOL|0214.concept|T109|Organic Chemical
C0591585|HALDOL|0214.concept|T121|Pharmacologic Substance
C0591585|HALDOL|0214.concept|T109|Organic Chemical
C0591585|HALDOL|0214.concept|T121|Pharmacologic Substance
C0591585|Haldol|262912613.concept|T109|Organic Chemical
C0591585|Haldol|262912613.concept|T121|Pharmacologic Substance
C0591585|Haldol|498710998.concept|T109|Organic Chemical
C0591585|Haldol|498710998.concept|T121|Pharmacologic Substance
C0021492|IM|0214.concept|T061|Therapeutic or Preventive Procedure
C0021492|IM injection|622086964.concept|T061|Therapeutic or Preventive Procedure
C1720771|scrotal hydrocele|0214.concept|T019|Congenital Abnormality
C0230145|substernal|0214.concept|T029|Body Location or Region
C0230145|substernal|0477.concept|T029|Body Location or Region
C1261075|RLL|0214.concept|T023|Body Part, Organ, or Organ Component
C1261075|right lower lobe|723989226.concept|T023|Body Part, Organ, or Organ Component
C1261075|right lower lobe|723989226.concept|T023|Body Part, Organ, or Organ Component
C0225756|upper lung field|0214.concept|T023|Body Part, Organ, or Organ Component
C0018188|granulomas|0214.concept|T046|Pathologic Function
C0227191|distal 1/3 of esophagus|0214.concept|T029|Body Location or Region
C0205400|thickened|0214.concept|T033|Finding
C0205400|thickening|176318078_a.concept|T033|Finding
C0225692|alveolar|0214.concept|T023|Body Part, Organ, or Organ Component
C1265876|opacities|0214.concept|T046|Pathologic Function
C1265876|the opacities|723989226.concept|T046|Pathologic Function
C0205207|cystic|0214.concept|T080|Qualitative Concept
C2937230|hypodensities|0214.concept|T033|Finding
C0023884|liver|0214.concept|T023|Body Part, Organ, or Organ Component
C0205132|linear|0214.concept|T082|Spatial Concept
C0205113|circumfrencial|0214.concept|T082|Spatial Concept
C1959831|intra-esophageal ultrasound|0214.concept|T060|Diagnostic Procedure
C0341117|erosions in the esophagus|0214.concept|T047|Disease or Syndrome
